Time,,,
0.419000149,,,
0.516000032,,,Average
0.430000067,,,0.46154
0.470000029,,,
0.457999945,,,Standard Deviation
0.568000078,,,0.196257235
0.582000017,,,
0.316999912,,,
0.642999887,,,
0.303000212,,,
0.777999878,,,
0.269999981,,,
0.269000053,,,
0.914000034,,,
0.315999985,,,
0.352999926,,,
0.272000074,,,
0.381000042,,,
0.445999861,,,
0.377000093,,,
0.40199995,,,
0.429000139,,,
0.473999977,,,
0.54399991,,,
0.269999981,,,
0.578999996,,,
0.24000001,,,
0.621999979,,,
0.253999949,,,
0.259000063,,,
0.760999918,,,
0.246000051,,,
0.289999962,,,
0.236999989,,,
0.937999964,,,
0.287999868,,,
0.434000015,,,
0.44900012,,,
0.572999954,,,
0.569999933,,,
0.578999996,,,
0.440999985,,,
0.475000143,,,
0.299999952,,,
0.532999992,,,
0.677000046,,,
0.277999878,,,
0.295000076,,,
0.674999952,,,
0.253999949,,,
0.728000164,,,
0.263000011,,,
0.297999859,,,
0.32400012,,,
1.010999918,,,
0.437000036,,,
0.453000069,,,
0.391000032,,,
0.478999853,,,
0.377000093,,,
0.438999891,,,
0.42200017,,,
0.523000002,,,
0.569000006,,,
0.281999826,,,
0.667999983,,,
0.276000023,,,
0.700999975,,,
0.241999865,,,
0.269000053,,,
0.766000032,,,
0.256000042,,,
0.32400012,,,
0.36500001,,,
1.149999857,,,
0.469000101,,,
0.398000002,,,
0.437999964,,,
0.401000023,,,
0.427999973,,,
0.473999977,,,
0.445999861,,,
0.621000051,,,
0.269000053,,,
0.700999975,,,
0.269999981,,,
0.72300005,,,
0.274000168,,,
0.277999878,,,
0.822000027,,,
0.236000061,,,
0.296999931,,,
0.363000154,,,
1.103999853,,,
0.423000097,,,
0.467999935,,,
0.454999924,,,
0.391000032,,,
0.463000059,,,
0.480999947,,,
