index,C2->C1,C3->C2,C3->C1,C4->C2,C5->C4,C5->C1,C6->C2,C6->C4,C2->C1&C3->C2,C2->C1&C3->C1,C2->C1&C4->C2,C2->C1&C5->C4,C2->C1&C5->C1,C2->C1&C6->C2,C2->C1&C6->C4,C3->C2&C3->C1,C3->C2&C4->C2,C3->C2&C5->C4,C3->C2&C5->C1,C3->C2&C6->C2,C3->C2&C6->C4,C3->C1&C4->C2,C3->C1&C5->C4,C3->C1&C5->C1,C3->C1&C6->C2,C3->C1&C6->C4,C4->C2&C5->C4,C4->C2&C5->C1,C4->C2&C6->C2,C4->C2&C6->C4,C5->C4&C5->C1,C5->C4&C6->C2,C5->C4&C6->C4,C5->C1&C6->C2,C5->C1&C6->C4,C6->C2&C6->C4,C2->C1&C3->C2&C3->C1,C2->C1&C3->C2&C4->C2,C2->C1&C3->C2&C5->C4,C2->C1&C3->C2&C5->C1,C2->C1&C3->C2&C6->C2,C2->C1&C3->C2&C6->C4,C2->C1&C3->C1&C4->C2,C2->C1&C3->C1&C5->C4,C2->C1&C3->C1&C5->C1,C2->C1&C3->C1&C6->C2,C2->C1&C3->C1&C6->C4,C2->C1&C4->C2&C5->C4,C2->C1&C4->C2&C5->C1,C2->C1&C4->C2&C6->C2,C2->C1&C4->C2&C6->C4,C2->C1&C5->C4&C5->C1,C2->C1&C5->C4&C6->C2,C2->C1&C5->C4&C6->C4,C2->C1&C5->C1&C6->C2,C2->C1&C5->C1&C6->C4,C2->C1&C6->C2&C6->C4,C3->C2&C3->C1&C4->C2,C3->C2&C3->C1&C5->C4,C3->C2&C3->C1&C5->C1,C3->C2&C3->C1&C6->C2,C3->C2&C3->C1&C6->C4,C3->C2&C4->C2&C5->C4,C3->C2&C4->C2&C5->C1,C3->C2&C4->C2&C6->C2,C3->C2&C4->C2&C6->C4,C3->C2&C5->C4&C5->C1,C3->C2&C5->C4&C6->C2,C3->C2&C5->C4&C6->C4,C3->C2&C5->C1&C6->C2,C3->C2&C5->C1&C6->C4,C3->C2&C6->C2&C6->C4,C3->C1&C4->C2&C5->C4,C3->C1&C4->C2&C5->C1,C3->C1&C4->C2&C6->C2,C3->C1&C4->C2&C6->C4,C3->C1&C5->C4&C5->C1,C3->C1&C5->C4&C6->C2,C3->C1&C5->C4&C6->C4,C3->C1&C5->C1&C6->C2,C3->C1&C5->C1&C6->C4,C3->C1&C6->C2&C6->C4,C4->C2&C5->C4&C5->C1,C4->C2&C5->C4&C6->C2,C4->C2&C5->C4&C6->C4,C4->C2&C5->C1&C6->C2,C4->C2&C5->C1&C6->C4,C4->C2&C6->C2&C6->C4,C5->C4&C5->C1&C6->C2,C5->C4&C5->C1&C6->C4,C5->C4&C6->C2&C6->C4,C5->C1&C6->C2&C6->C4
C1,51.6312924541,20.885082266,0.570109200308,13.3520438784,2.33076101969,0.403245569232,3.35452234175,5.09785698394,0.636734351154,0.00,0.404117473449,0.00,0.00,0.00,0.00,0.00,0.158113603513,0.0206115359481,0.00,0.0621359173626,0.0474546312777,0.00,0.0137410538415,0.00,0.12824383293,0.0281923694943,0.0116686999847,0.00,0.0440251027192,0.0272478353693,0.0113386991486,0.123640451213,0.158010534612,0.0846778682682,0.0214450820087,0.252856621916,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0109003029464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01457843812,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0224768913166,0.00
